Majority protein IDs	protein_ID
XP_020954051.1;XP_020954050.1;XP_020954049.1;XP_020954048.1;XP_020954047.1;XP_020954045.1;NP_001072151.1;XP_020954044.1;XP_020954043.1;XP_020954042.1;XP_020954041.1;XP_020954040.1;XP_020954053.1;XP_020954052.1;XP_020954054.1	XP_020954052.1
XP_020954051.1;XP_020954050.1;XP_020954049.1;XP_020954048.1;XP_020954047.1;XP_020954045.1;NP_001072151.1;XP_020954044.1;XP_020954043.1;XP_020954042.1;XP_020954041.1;XP_020954040.1;XP_020954053.1;XP_020954052.1;XP_020954054.1	XP_020954054.1
XP_020940032.1;XP_020940025.1;XP_020940020.1;XP_020940009.1;XP_020940006.1;NP_001073675.2;XP_020951813.1;XP_020951812.1;XP_020951811.1;XP_020951315.1;XP_020951314.1;XP_020951313.1;XP_020951312.1;XP_020951311.1;XP_020951310.1;XP_020951309.1;XP_020951308.1;XP_020951307.1;XP_020951305.1;XP_020951304.1;XP_020951303.1	XP_020951813.1
XP_020940032.1;XP_020940025.1;XP_020940020.1;XP_020940009.1;XP_020940006.1;NP_001073675.2;XP_020951813.1;XP_020951812.1;XP_020951811.1;XP_020951315.1;XP_020951314.1;XP_020951313.1;XP_020951312.1;XP_020951311.1;XP_020951310.1;XP_020951309.1;XP_020951308.1;XP_020951307.1;XP_020951305.1;XP_020951304.1;XP_020951303.1	XP_020951812.1
XP_020940032.1;XP_020940025.1;XP_020940020.1;XP_020940009.1;XP_020940006.1;NP_001073675.2;XP_020951813.1;XP_020951812.1;XP_020951811.1;XP_020951315.1;XP_020951314.1;XP_020951313.1;XP_020951312.1;XP_020951311.1;XP_020951310.1;XP_020951309.1;XP_020951308.1;XP_020951307.1;XP_020951305.1;XP_020951304.1;XP_020951303.1	XP_020951811.1
XP_020940032.1;XP_020940025.1;XP_020940020.1;XP_020940009.1;XP_020940006.1;NP_001073675.2;XP_020951813.1;XP_020951812.1;XP_020951811.1;XP_020951315.1;XP_020951314.1;XP_020951313.1;XP_020951312.1;XP_020951311.1;XP_020951310.1;XP_020951309.1;XP_020951308.1;XP_020951307.1;XP_020951305.1;XP_020951304.1;XP_020951303.1	XP_020951315.1
XP_020940032.1;XP_020940025.1;XP_020940020.1;XP_020940009.1;XP_020940006.1;NP_001073675.2;XP_020951813.1;XP_020951812.1;XP_020951811.1;XP_020951315.1;XP_020951314.1;XP_020951313.1;XP_020951312.1;XP_020951311.1;XP_020951310.1;XP_020951309.1;XP_020951308.1;XP_020951307.1;XP_020951305.1;XP_020951304.1;XP_020951303.1	XP_020951314.1
XP_020930347.1;NP_001077401.1;XP_020930346.1;XP_020930345.1;XP_020930349.1;XP_020930348.1	XP_020930347.1
XP_020930347.1;NP_001077401.1;XP_020930346.1;XP_020930345.1;XP_020930349.1;XP_020930348.1	XP_020930346.1
XP_020930347.1;NP_001077401.1;XP_020930346.1;XP_020930345.1;XP_020930349.1;XP_020930348.1	XP_020930345.1
XP_020930347.1;NP_001077401.1;XP_020930346.1;XP_020930345.1;XP_020930349.1;XP_020930348.1	XP_020930349.1
XP_020930347.1;NP_001077401.1;XP_020930346.1;XP_020930345.1;XP_020930349.1;XP_020930348.1	XP_020930348.1
NP_001077410.2;NP_001028187.3	NP_001077410.2
NP_001077410.2;NP_001028187.3	NP_001028187.3
NP_001078912.1	NP_001078912.1
XP_020957807.1;XP_020957806.1;XP_020957805.1;XP_020957803.1;NP_001090881.1	XP_020957807.1
XP_020957807.1;XP_020957806.1;XP_020957805.1;XP_020957803.1;NP_001090881.1	XP_020957806.1
XP_020957807.1;XP_020957806.1;XP_020957805.1;XP_020957803.1;NP_001090881.1	XP_020957805.1
XP_020957807.1;XP_020957806.1;XP_020957805.1;XP_020957803.1;NP_001090881.1	XP_020957803.1
XP_020957807.1;XP_020957806.1;XP_020957805.1;XP_020957803.1;NP_001090881.1	NP_001090881.1
XP_005654459.1;NP_001090887.1	XP_005654459.1
XP_005654459.1;NP_001090887.1	NP_001090887.1
XP_020930113.1;XP_020930112.1;XP_020930111.1;XP_020930110.1;XP_020930109.1;NP_001090892.1;XP_020930108.1;XP_020930107.1	XP_020930113.1
XP_020930113.1;XP_020930112.1;XP_020930111.1;XP_020930110.1;XP_020930109.1;NP_001090892.1;XP_020930108.1;XP_020930107.1	XP_020930112.1
XP_020930113.1;XP_020930112.1;XP_020930111.1;XP_020930110.1;XP_020930109.1;NP_001090892.1;XP_020930108.1;XP_020930107.1	XP_020930111.1
XP_020930113.1;XP_020930112.1;XP_020930111.1;XP_020930110.1;XP_020930109.1;NP_001090892.1;XP_020930108.1;XP_020930107.1	XP_020930110.1
XP_020930113.1;XP_020930112.1;XP_020930111.1;XP_020930110.1;XP_020930109.1;NP_001090892.1;XP_020930108.1;XP_020930107.1	XP_020930109.1
NP_001090895.1	NP_001090895.1
NP_001090896.1;XP_020953509.1;XP_020953508.1	NP_001090896.1
NP_001090896.1;XP_020953509.1;XP_020953508.1	XP_020953509.1
NP_001090896.1;XP_020953509.1;XP_020953508.1	XP_020953508.1
XP_020932804.1;XP_005672820.1;NP_001090898.1	XP_020932804.1
XP_020932804.1;XP_005672820.1;NP_001090898.1	XP_005672820.1
XP_020932804.1;XP_005672820.1;NP_001090898.1	NP_001090898.1
NP_001090904.1;XP_005671109.1	NP_001090904.1
NP_001090904.1;XP_005671109.1	XP_005671109.1
XP_020930148.1;XP_020930147.1;XP_020930146.1;NP_001090909.1;XP_020930144.1;XP_020930143.1;XP_020930142.1;XP_020930141.1;XP_020930140.1;XP_020930139.1;XP_020930138.1;XP_020930137.1;XP_020930136.1;XP_020930135.1;XP_020930134.1;XP_020930133.1;XP_020930132.1;XP_020930131.1;XP_020930130.1;XP_020930129.1;XP_020930128.1;XP_020930127.1;XP_020930126.1;XP_020930125.1;XP_020930124.1;XP_020930123.1;XP_020930122.1;XP_020930121.1;XP_020930120.1;XP_020930119.1;XP_020930118.1;XP_020930117.1;XP_020930116.1;XP_020930115.1;XP_020930114.1	XP_020930148.1
XP_020930148.1;XP_020930147.1;XP_020930146.1;NP_001090909.1;XP_020930144.1;XP_020930143.1;XP_020930142.1;XP_020930141.1;XP_020930140.1;XP_020930139.1;XP_020930138.1;XP_020930137.1;XP_020930136.1;XP_020930135.1;XP_020930134.1;XP_020930133.1;XP_020930132.1;XP_020930131.1;XP_020930130.1;XP_020930129.1;XP_020930128.1;XP_020930127.1;XP_020930126.1;XP_020930125.1;XP_020930124.1;XP_020930123.1;XP_020930122.1;XP_020930121.1;XP_020930120.1;XP_020930119.1;XP_020930118.1;XP_020930117.1;XP_020930116.1;XP_020930115.1;XP_020930114.1	XP_020930147.1
XP_020930148.1;XP_020930147.1;XP_020930146.1;NP_001090909.1;XP_020930144.1;XP_020930143.1;XP_020930142.1;XP_020930141.1;XP_020930140.1;XP_020930139.1;XP_020930138.1;XP_020930137.1;XP_020930136.1;XP_020930135.1;XP_020930134.1;XP_020930133.1;XP_020930132.1;XP_020930131.1;XP_020930130.1;XP_020930129.1;XP_020930128.1;XP_020930127.1;XP_020930126.1;XP_020930125.1;XP_020930124.1;XP_020930123.1;XP_020930122.1;XP_020930121.1;XP_020930120.1;XP_020930119.1;XP_020930118.1;XP_020930117.1;XP_020930116.1;XP_020930115.1;XP_020930114.1	XP_020930146.1
XP_020930148.1;XP_020930147.1;XP_020930146.1;NP_001090909.1;XP_020930144.1;XP_020930143.1;XP_020930142.1;XP_020930141.1;XP_020930140.1;XP_020930139.1;XP_020930138.1;XP_020930137.1;XP_020930136.1;XP_020930135.1;XP_020930134.1;XP_020930133.1;XP_020930132.1;XP_020930131.1;XP_020930130.1;XP_020930129.1;XP_020930128.1;XP_020930127.1;XP_020930126.1;XP_020930125.1;XP_020930124.1;XP_020930123.1;XP_020930122.1;XP_020930121.1;XP_020930120.1;XP_020930119.1;XP_020930118.1;XP_020930117.1;XP_020930116.1;XP_020930115.1;XP_020930114.1	XP_020930144.1
XP_020930148.1;XP_020930147.1;XP_020930146.1;NP_001090909.1;XP_020930144.1;XP_020930143.1;XP_020930142.1;XP_020930141.1;XP_020930140.1;XP_020930139.1;XP_020930138.1;XP_020930137.1;XP_020930136.1;XP_020930135.1;XP_020930134.1;XP_020930133.1;XP_020930132.1;XP_020930131.1;XP_020930130.1;XP_020930129.1;XP_020930128.1;XP_020930127.1;XP_020930126.1;XP_020930125.1;XP_020930124.1;XP_020930123.1;XP_020930122.1;XP_020930121.1;XP_020930120.1;XP_020930119.1;XP_020930118.1;XP_020930117.1;XP_020930116.1;XP_020930115.1;XP_020930114.1	XP_020930143.1
NP_001090914.2	NP_001090914.2
NP_001090917.1	NP_001090917.1
NP_001090918.1	NP_001090918.1
NP_001090919.2;XP_020948834.1	NP_001090919.2
NP_001090919.2;XP_020948834.1	XP_020948834.1
NP_001090920.2	NP_001090920.2
NP_001090921.1;XP_013844502.1;XP_005652771.1;XP_013844498.1	NP_001090921.1
NP_001090921.1;XP_013844502.1;XP_005652771.1;XP_013844498.1	XP_013844502.1
NP_001090921.1;XP_013844502.1;XP_005652771.1;XP_013844498.1	XP_005652771.1
NP_001090921.1;XP_013844502.1;XP_005652771.1;XP_013844498.1	XP_013844498.1
NP_001090923.1	NP_001090923.1
NP_001090924.1	NP_001090924.1
XP_020927423.1;XP_020927422.1;XP_013845747.1;XP_005657324.1;XP_005657323.1;NP_001090927.1;XP_005657322.3;XP_020927424.1	XP_020927423.1
XP_020927423.1;XP_020927422.1;XP_013845747.1;XP_005657324.1;XP_005657323.1;NP_001090927.1;XP_005657322.3;XP_020927424.1	XP_020927422.1
XP_020927423.1;XP_020927422.1;XP_013845747.1;XP_005657324.1;XP_005657323.1;NP_001090927.1;XP_005657322.3;XP_020927424.1	XP_013845747.1
XP_020927423.1;XP_020927422.1;XP_013845747.1;XP_005657324.1;XP_005657323.1;NP_001090927.1;XP_005657322.3;XP_020927424.1	XP_005657324.1
XP_020927423.1;XP_020927422.1;XP_013845747.1;XP_005657324.1;XP_005657323.1;NP_001090927.1;XP_005657322.3;XP_020927424.1	XP_020927424.1
NP_001090937.1;XP_013835180.1	NP_001090937.1
NP_001090937.1;XP_013835180.1	XP_013835180.1
XP_020928261.1;NP_001090940.1	XP_020928261.1
XP_020928261.1;NP_001090940.1	NP_001090940.1
XP_013852024.1;NP_001090942.2	XP_013852024.1
XP_013852024.1;NP_001090942.2	NP_001090942.2
NP_001090944.2	NP_001090944.2
NP_001090945.1	NP_001090945.1
XP_020953511.1;NP_001090946.2	XP_020953511.1
XP_020953511.1;NP_001090946.2	NP_001090946.2
XP_020923829.1;NP_001090947.1	XP_020923829.1
XP_020923829.1;NP_001090947.1	NP_001090947.1
NP_001090948.1	NP_001090948.1
XP_003128784.1;NP_001090949.1	XP_003128784.1
XP_003128784.1;NP_001090949.1	NP_001090949.1
NP_001090950.1	NP_001090950.1
NP_001090951.1;CON__P21752	NP_001090951.1
NP_001090951.1;CON__P21752	CON__P21752
NP_001090953.1	NP_001090953.1
NP_001090964.1;XP_020941196.1;XP_020941197.1	NP_001090964.1
NP_001090964.1;XP_020941196.1;XP_020941197.1	XP_020941196.1
NP_001090964.1;XP_020941196.1;XP_020941197.1	XP_020941197.1
NP_001090965.1	NP_001090965.1
XP_005660031.1;NP_001090970.1	XP_005660031.1
XP_005660031.1;NP_001090970.1	NP_001090970.1
XP_020920751.1;NP_001090973.1	XP_020920751.1
XP_020920751.1;NP_001090973.1	NP_001090973.1
NP_001090978.1;XP_020937155.1	NP_001090978.1
NP_001090978.1;XP_020937155.1	XP_020937155.1
NP_001090985.1	NP_001090985.1
NP_001090990.2	NP_001090990.2
NP_001092055.1;XP_020932130.1	NP_001092055.1
NP_001092055.1;XP_020932130.1	XP_020932130.1
XP_005666280.1;NP_001092063.1	XP_005666280.1
XP_005666280.1;NP_001092063.1	NP_001092063.1
NP_001092068.1	NP_001092068.1
XP_020932177.1;XP_020932172.1;XP_013843010.1;XP_020932170.1;XP_020932161.1;XP_005655035.1;XP_005655033.1;XP_005655032.1;NP_001092072.1	XP_020932177.1
XP_020932177.1;XP_020932172.1;XP_013843010.1;XP_020932170.1;XP_020932161.1;XP_005655035.1;XP_005655033.1;XP_005655032.1;NP_001092072.1	XP_020932172.1
XP_020932177.1;XP_020932172.1;XP_013843010.1;XP_020932170.1;XP_020932161.1;XP_005655035.1;XP_005655033.1;XP_005655032.1;NP_001092072.1	XP_013843010.1
XP_020932177.1;XP_020932172.1;XP_013843010.1;XP_020932170.1;XP_020932161.1;XP_005655035.1;XP_005655033.1;XP_005655032.1;NP_001092072.1	XP_020932170.1
XP_020932177.1;XP_020932172.1;XP_013843010.1;XP_020932170.1;XP_020932161.1;XP_005655035.1;XP_005655033.1;XP_005655032.1;NP_001092072.1	XP_020932161.1
NP_001092075.1	NP_001092075.1
NP_001093400.1	NP_001093400.1
NP_001093401.1	NP_001093401.1
NP_001093402.1	NP_001093402.1
NP_001093658.1	NP_001093658.1
NP_001093660.1;XP_005652570.1	NP_001093660.1
NP_001093660.1;XP_005652570.1	XP_005652570.1
NP_001093662.1	NP_001093662.1
NP_001093663.1	NP_001093663.1
NP_001093665.1;XP_020923835.1	NP_001093665.1
NP_001093665.1;XP_020923835.1	XP_020923835.1
XP_020921673.1;NP_001093666.1	XP_020921673.1
XP_020921673.1;NP_001093666.1	NP_001093666.1
XP_020921674.1;NP_001094498.1;XP_020921676.1;XP_020921675.1;XP_020921679.1;XP_020921678.1;XP_020921677.1	XP_020921676.1
XP_020921674.1;NP_001094498.1;XP_020921676.1;XP_020921675.1;XP_020921679.1;XP_020921678.1;XP_020921677.1	XP_020921675.1
XP_020921674.1;NP_001094498.1;XP_020921676.1;XP_020921675.1;XP_020921679.1;XP_020921678.1;XP_020921677.1	XP_020921679.1
XP_020921674.1;NP_001094498.1;XP_020921676.1;XP_020921675.1;XP_020921679.1;XP_020921678.1;XP_020921677.1	XP_020921678.1
XP_020921674.1;NP_001094498.1;XP_020921676.1;XP_020921675.1;XP_020921679.1;XP_020921678.1;XP_020921677.1	XP_020921677.1
NP_001095285.1	NP_001095285.1
NP_001095287.1	NP_001095287.1
NP_001095290.1;XP_013840911.1	NP_001095290.1
NP_001095290.1;XP_013840911.1	XP_013840911.1
NP_001095294.1	NP_001095294.1
XP_013838851.1;XP_013838850.1;NP_001096681.1	XP_013838851.1
XP_013838851.1;XP_013838850.1;NP_001096681.1	XP_013838850.1
XP_013838851.1;XP_013838850.1;NP_001096681.1	NP_001096681.1
XP_020921683.1;NP_001098421.1	XP_020921683.1
XP_020921683.1;NP_001098421.1	NP_001098421.1
NP_001098423.1	NP_001098423.1
XP_020937097.1;XP_020937095.1;NP_001098758.1;XP_020937101.1	XP_020937097.1
XP_020937097.1;XP_020937095.1;NP_001098758.1;XP_020937101.1	XP_020937095.1
XP_020937097.1;XP_020937095.1;NP_001098758.1;XP_020937101.1	NP_001098758.1
XP_020937097.1;XP_020937095.1;NP_001098758.1;XP_020937101.1	XP_020937101.1
XP_020930354.1;XP_020930353.1;NP_001098759.1	XP_020930354.1
XP_020930354.1;XP_020930353.1;NP_001098759.1	XP_020930353.1
XP_020930354.1;XP_020930353.1;NP_001098759.1	NP_001098759.1
NP_001098761.1	NP_001098761.1
NP_001098769.1	NP_001098769.1
NP_001098770.1;XP_005663091.1;XP_013852148.1	NP_001098770.1
NP_001098770.1;XP_005663091.1;XP_013852148.1	XP_005663091.1
NP_001098770.1;XP_005663091.1;XP_013852148.1	XP_013852148.1
NP_001098771.1;XP_020927742.1	NP_001098771.1
NP_001098771.1;XP_020927742.1	XP_020927742.1
XP_020955925.1;XP_013844865.1;NP_001098774.1;XP_005656621.1;XP_013844866.1	XP_020955925.1
XP_020955925.1;XP_013844865.1;NP_001098774.1;XP_005656621.1;XP_013844866.1	XP_013844865.1
XP_020955925.1;XP_013844865.1;NP_001098774.1;XP_005656621.1;XP_013844866.1	NP_001098774.1
XP_020955925.1;XP_013844865.1;NP_001098774.1;XP_005656621.1;XP_013844866.1	XP_005656621.1
XP_020955925.1;XP_013844865.1;NP_001098774.1;XP_005656621.1;XP_013844866.1	XP_013844866.1
NP_001098775.1	NP_001098775.1
NP_001098778.1	NP_001098778.1
NP_001103415.1	NP_001103415.1
NP_001103528.1	NP_001103528.1
NP_001103898.1;XP_020953525.1;XP_020953524.1	NP_001103898.1
NP_001103898.1;XP_020953525.1;XP_020953524.1	XP_020953525.1
NP_001103898.1;XP_020953525.1;XP_020953524.1	XP_020953524.1
NP_001104726.1	NP_001104726.1
XP_020944105.1;XP_020944104.1;XP_020944103.1;XP_020944102.1;XP_020944101.1;XP_020944100.1;XP_020944099.1;XP_020944098.1;XP_013852415.1;XP_005663329.1;NP_001104727.2	XP_020944105.1
XP_020944105.1;XP_020944104.1;XP_020944103.1;XP_020944102.1;XP_020944101.1;XP_020944100.1;XP_020944099.1;XP_020944098.1;XP_013852415.1;XP_005663329.1;NP_001104727.2	XP_020944104.1
XP_020944105.1;XP_020944104.1;XP_020944103.1;XP_020944102.1;XP_020944101.1;XP_020944100.1;XP_020944099.1;XP_020944098.1;XP_013852415.1;XP_005663329.1;NP_001104727.2	XP_020944103.1
XP_020944105.1;XP_020944104.1;XP_020944103.1;XP_020944102.1;XP_020944101.1;XP_020944100.1;XP_020944099.1;XP_020944098.1;XP_013852415.1;XP_005663329.1;NP_001104727.2	XP_020944102.1
XP_020944105.1;XP_020944104.1;XP_020944103.1;XP_020944102.1;XP_020944101.1;XP_020944100.1;XP_020944099.1;XP_020944098.1;XP_013852415.1;XP_005663329.1;NP_001104727.2	XP_020944101.1
NP_001106146.1;XP_005659547.1	NP_001106146.1
NP_001106146.1;XP_005659547.1	XP_005659547.1
NP_001106151.1;XP_020923847.1	NP_001106151.1
NP_001106151.1;XP_020923847.1	XP_020923847.1
NP_001106165.1;XP_020932286.1	NP_001106165.1
NP_001106165.1;XP_020932286.1	XP_020932286.1
XP_013833453.1;NP_001309736.1;XP_020953939.1;XP_005666141.1;XP_020953937.1;XP_020953936.1;XP_013833452.1;NP_001309735.1;NP_001106484.1	XP_013833453.1
XP_013833453.1;NP_001309736.1;XP_020953939.1;XP_005666141.1;XP_020953937.1;XP_020953936.1;XP_013833452.1;NP_001309735.1;NP_001106484.1	XP_020953939.1
XP_013833453.1;NP_001309736.1;XP_020953939.1;XP_005666141.1;XP_020953937.1;XP_020953936.1;XP_013833452.1;NP_001309735.1;NP_001106484.1	XP_020953937.1
XP_013833453.1;NP_001309736.1;XP_020953939.1;XP_005666141.1;XP_020953937.1;XP_020953936.1;XP_013833452.1;NP_001309735.1;NP_001106484.1	XP_020953936.1
XP_013833453.1;NP_001309736.1;XP_020953939.1;XP_005666141.1;XP_020953937.1;XP_020953936.1;XP_013833452.1;NP_001309735.1;NP_001106484.1	XP_013833452.1
XP_020933449.1;XP_005660542.2;NP_001106518.1;XP_020933955.1	XP_020933449.1
XP_020933449.1;XP_005660542.2;NP_001106518.1;XP_020933955.1	XP_005660542.2
XP_020933449.1;XP_005660542.2;NP_001106518.1;XP_020933955.1	NP_001106518.1
XP_020933449.1;XP_005660542.2;NP_001106518.1;XP_020933955.1	XP_020933955.1
NP_001106688.1	NP_001106688.1
XP_020947911.1;NP_001106758.1;XP_013843801.1	XP_020947911.1
XP_020947911.1;NP_001106758.1;XP_013843801.1	NP_001106758.1
XP_020947911.1;NP_001106758.1;XP_013843801.1	XP_013843801.1
NP_001106907.1	NP_001106907.1
NP_001106914.1;XP_020953529.1	NP_001106914.1
NP_001106914.1;XP_020953529.1	XP_020953529.1
NP_001106915.1;XP_020948867.1;XP_005656086.1;XP_020948865.1	NP_001106915.1
NP_001106915.1;XP_020948867.1;XP_005656086.1;XP_020948865.1	XP_020948867.1
NP_001106915.1;XP_020948867.1;XP_005656086.1;XP_020948865.1	XP_005656086.1
NP_001106915.1;XP_020948867.1;XP_005656086.1;XP_020948865.1	XP_020948865.1
NP_001107167.1	NP_001107167.1
NP_001107168.1;CON__ENSEMBL:ENSBTAP00000025008	NP_001107168.1
NP_001107168.1;CON__ENSEMBL:ENSBTAP00000025008	CON__ENSEMBL:ENSBTAP00000025008
NP_001107174.1;XP_020953531.1;XP_020953534.1;XP_020953533.1;XP_020953536.1;XP_020953535.1	XP_020953531.1
NP_001107174.1;XP_020953531.1;XP_020953534.1;XP_020953533.1;XP_020953536.1;XP_020953535.1	XP_020953534.1
NP_001107174.1;XP_020953531.1;XP_020953534.1;XP_020953533.1;XP_020953536.1;XP_020953535.1	XP_020953533.1
NP_001107174.1;XP_020953531.1;XP_020953534.1;XP_020953533.1;XP_020953536.1;XP_020953535.1	XP_020953536.1
NP_001107174.1;XP_020953531.1;XP_020953534.1;XP_020953533.1;XP_020953536.1;XP_020953535.1	XP_020953535.1
XP_013833074.2;NP_001107176.1	XP_013833074.2
XP_013833074.2;NP_001107176.1	NP_001107176.1
NP_001107178.1	NP_001107178.1
NP_001107528.1	NP_001107528.1
XP_020921888.1;XP_020921895.1;XP_020921894.1;XP_020921893.1;XP_020921892.1;XP_020921890.1;XP_020921889.1;NP_001107741.1;XP_020921886.1;XP_020921896.1;XP_020921887.1;XP_020921897.1	XP_020921895.1
XP_020921888.1;XP_020921895.1;XP_020921894.1;XP_020921893.1;XP_020921892.1;XP_020921890.1;XP_020921889.1;NP_001107741.1;XP_020921886.1;XP_020921896.1;XP_020921887.1;XP_020921897.1	XP_020921894.1
XP_020921888.1;XP_020921895.1;XP_020921894.1;XP_020921893.1;XP_020921892.1;XP_020921890.1;XP_020921889.1;NP_001107741.1;XP_020921886.1;XP_020921896.1;XP_020921887.1;XP_020921897.1	XP_020921893.1
XP_020921888.1;XP_020921895.1;XP_020921894.1;XP_020921893.1;XP_020921892.1;XP_020921890.1;XP_020921889.1;NP_001107741.1;XP_020921886.1;XP_020921896.1;XP_020921887.1;XP_020921897.1	XP_020921896.1
XP_020921888.1;XP_020921895.1;XP_020921894.1;XP_020921893.1;XP_020921892.1;XP_020921890.1;XP_020921889.1;NP_001107741.1;XP_020921886.1;XP_020921896.1;XP_020921887.1;XP_020921897.1	XP_020921897.1
NP_001107743.1;XP_020948844.1	NP_001107743.1
NP_001107743.1;XP_020948844.1	XP_020948844.1
NP_001107753.1	NP_001107753.1
XP_020955928.1;XP_020955927.1;XP_020955926.1;NP_001107755.1	XP_020955928.1
XP_020955928.1;XP_020955927.1;XP_020955926.1;NP_001107755.1	XP_020955927.1
XP_020955928.1;XP_020955927.1;XP_020955926.1;NP_001107755.1	XP_020955926.1
XP_020955928.1;XP_020955927.1;XP_020955926.1;NP_001107755.1	NP_001107755.1
NP_001107756.1	NP_001107756.1
NP_001107759.1	NP_001107759.1
XP_020946538.1;XP_020946537.1;XP_020946536.1;XP_020946535.1;NP_001108148.1;XP_020946534.1;XP_020946533.1;XP_020946532.1;XP_020946530.1;XP_020946529.1;XP_020946528.1	XP_020946538.1
XP_020946538.1;XP_020946537.1;XP_020946536.1;XP_020946535.1;NP_001108148.1;XP_020946534.1;XP_020946533.1;XP_020946532.1;XP_020946530.1;XP_020946529.1;XP_020946528.1	XP_020946537.1
XP_020946538.1;XP_020946537.1;XP_020946536.1;XP_020946535.1;NP_001108148.1;XP_020946534.1;XP_020946533.1;XP_020946532.1;XP_020946530.1;XP_020946529.1;XP_020946528.1	XP_020946536.1
XP_020946538.1;XP_020946537.1;XP_020946536.1;XP_020946535.1;NP_001108148.1;XP_020946534.1;XP_020946533.1;XP_020946532.1;XP_020946530.1;XP_020946529.1;XP_020946528.1	XP_020946535.1
XP_020946538.1;XP_020946537.1;XP_020946536.1;XP_020946535.1;NP_001108148.1;XP_020946534.1;XP_020946533.1;XP_020946532.1;XP_020946530.1;XP_020946529.1;XP_020946528.1	XP_020946534.1
NP_001108627.1	NP_001108627.1
NP_001116457.1;XP_020932497.1	NP_001116457.1
NP_001116457.1;XP_020932497.1	XP_020932497.1
NP_001116458.1	NP_001116458.1
NP_001116459.1	NP_001116459.1
NP_001116541.1;XP_005653511.1;XP_005653510.1	NP_001116541.1
NP_001116541.1;XP_005653511.1;XP_005653510.1	XP_005653511.1
NP_001116541.1;XP_005653511.1;XP_005653510.1	XP_005653510.1
XP_020935034.1;XP_020935033.1;NP_001116542.1;XP_020935036.1;XP_020935035.1	XP_020935034.1
XP_020935034.1;XP_020935033.1;NP_001116542.1;XP_020935036.1;XP_020935035.1	XP_020935033.1
XP_020935034.1;XP_020935033.1;NP_001116542.1;XP_020935036.1;XP_020935035.1	NP_001116542.1
XP_020935034.1;XP_020935033.1;NP_001116542.1;XP_020935036.1;XP_020935035.1	XP_020935036.1
XP_020935034.1;XP_020935033.1;NP_001116542.1;XP_020935036.1;XP_020935035.1	XP_020935035.1
XP_005655471.1;XP_020944091.1;NP_001116548.1;XP_020944090.1	XP_005655471.1
XP_005655471.1;XP_020944091.1;NP_001116548.1;XP_020944090.1	XP_020944091.1
XP_005655471.1;XP_020944091.1;NP_001116548.1;XP_020944090.1	NP_001116548.1
XP_005655471.1;XP_020944091.1;NP_001116548.1;XP_020944090.1	XP_020944090.1
NP_001116549.1	NP_001116549.1
XP_020948874.1;XP_005655917.1;NP_001116555.1;XP_020948873.1	XP_020948874.1
XP_020948874.1;XP_005655917.1;NP_001116555.1;XP_020948873.1	XP_005655917.1
XP_020948874.1;XP_005655917.1;NP_001116555.1;XP_020948873.1	NP_001116555.1
XP_020948874.1;XP_005655917.1;NP_001116555.1;XP_020948873.1	XP_020948873.1
NP_001116558.1;XP_020932343.1	NP_001116558.1
NP_001116558.1;XP_020932343.1	XP_020932343.1
NP_001116561.1	NP_001116561.1
NP_001116563.1	NP_001116563.1
NP_001116568.1;XP_020932429.1	NP_001116568.1
NP_001116568.1;XP_020932429.1	XP_020932429.1
NP_001116576.1	NP_001116576.1
XP_020924205.1;XP_005669625.1;NP_001116588.1;XP_005669626.1	XP_020924205.1
XP_020924205.1;XP_005669625.1;NP_001116588.1;XP_005669626.1	XP_005669625.1
XP_020924205.1;XP_005669625.1;NP_001116588.1;XP_005669626.1	NP_001116588.1
XP_020924205.1;XP_005669625.1;NP_001116588.1;XP_005669626.1	XP_005669626.1
XP_005663643.1;NP_001116589.1	XP_005663643.1
XP_005663643.1;NP_001116589.1	NP_001116589.1
NP_001116593.1	NP_001116593.1
XP_020934317.1;NP_001116594.1	XP_020934317.1
XP_020934317.1;NP_001116594.1	NP_001116594.1
NP_001116599.1	NP_001116599.1
XP_013838967.1;XP_020927441.1;XP_005671310.1;NP_001116606.1	XP_013838967.1
XP_013838967.1;XP_020927441.1;XP_005671310.1;NP_001116606.1	XP_020927441.1
