Majority protein IDs	protein_ID	Gene Symbol
XP_005667074.1;XP_003357135.1;XP_003357134.1	XP_003357134.1	NUDT9
XP_005656654.1;XP_005656653.1;XP_003357179.1;XP_020917995.1;XP_020917994.1;XP_020917993.1	XP_005656654.1	ILK
XP_005656654.1;XP_005656653.1;XP_003357179.1;XP_020917995.1;XP_020917994.1;XP_020917993.1	XP_005656653.1	ILK
XP_005656654.1;XP_005656653.1;XP_003357179.1;XP_020917995.1;XP_020917994.1;XP_020917993.1	XP_020917995.1	ILK
XP_005656654.1;XP_005656653.1;XP_003357179.1;XP_020917995.1;XP_020917994.1;XP_020917993.1	XP_020917994.1	ILK
XP_005656654.1;XP_005656653.1;XP_003357179.1;XP_020917995.1;XP_020917994.1;XP_020917993.1	XP_020917993.1	ILK
XP_013844908.1;XP_003357180.1	XP_013844908.1	TPP1
XP_013844908.1;XP_003357180.1	XP_003357180.1	TPP1
XP_003357187.1	XP_003357187.1	CAVIN3
XP_003357238.3	XP_003357238.3	PPME1
XP_003357333.1;XP_020918432.1;XP_005667373.1;XP_013834822.2	XP_003357333.1	PPP2R1B
XP_003357333.1;XP_020918432.1;XP_005667373.1;XP_013834822.2	XP_020918432.1	PPP2R1B
XP_003357333.1;XP_020918432.1;XP_005667373.1;XP_013834822.2	XP_005667373.1	PPP2R1B
XP_003357333.1;XP_020918432.1;XP_005667373.1;XP_013834822.2	XP_013834822.2	PPP2R1B
XP_003357366.1	XP_003357366.1	ARCN1
XP_013835072.1;XP_003357449.1;XP_003357448.1;XP_003357447.1	XP_013835072.1	RAB29
XP_013835072.1;XP_003357449.1;XP_003357448.1;XP_003357447.1	XP_003357449.1	RAB29
XP_013835072.1;XP_003357449.1;XP_003357448.1;XP_003357447.1	XP_003357448.1	RAB29
XP_013835072.1;XP_003357449.1;XP_003357448.1;XP_003357447.1	XP_003357447.1	RAB29
XP_005656744.1;XP_013845033.1;XP_003357521.1	XP_005656744.1	FAM126A
XP_005656744.1;XP_013845033.1;XP_003357521.1	XP_013845033.1	FAM126A
XP_005656744.1;XP_013845033.1;XP_003357521.1	XP_003357521.1	FAM126A
XP_003357689.2	XP_003357689.2	PARP1
XP_003357724.1	XP_003357724.1	CSRP1
XP_003357755.2;XP_020920311.1;XP_020920310.1	XP_003357755.2	C10H9orf64
XP_003357755.2;XP_020920311.1;XP_020920310.1	XP_020920311.1	C10H9orf64
XP_003357755.2;XP_020920311.1;XP_020920310.1	XP_020920310.1	C10H9orf64
XP_003357765.1;XP_005668101.1;XP_005668100.1	XP_003357765.1	GALT
XP_003357765.1;XP_005668101.1;XP_005668100.1	XP_005668101.1	GALT
XP_003357765.1;XP_005668101.1;XP_005668100.1	XP_005668100.1	GALT
XP_003357777.1	XP_003357777.1	ACO1
XP_003357800.1;XP_020920369.1	XP_003357800.1	RAB18
XP_003357800.1;XP_020920369.1	XP_020920369.1	RAB18
XP_003357976.1	XP_003357976.1	ACTG1
XP_003358009.3;XP_005656981.2;XP_003358008.3;XP_003358012.3;XP_020922260.1	XP_003358009.3	EXOC7
XP_003358009.3;XP_005656981.2;XP_003358008.3;XP_003358012.3;XP_020922260.1	XP_005656981.2	EXOC7
XP_003358009.3;XP_005656981.2;XP_003358008.3;XP_003358012.3;XP_020922260.1	XP_003358008.3	EXOC7
XP_003358009.3;XP_005656981.2;XP_003358008.3;XP_003358012.3;XP_020922260.1	XP_003358012.3	EXOC7
XP_003358009.3;XP_005656981.2;XP_003358008.3;XP_003358012.3;XP_020922260.1	XP_020922260.1	EXOC7
XP_020922347.1;XP_005668697.1;XP_003358038.1	XP_020922347.1	RPL38
XP_020922347.1;XP_005668697.1;XP_003358038.1	XP_005668697.1	RPL38
XP_020922347.1;XP_005668697.1;XP_003358038.1	XP_003358038.1	RPL38
XP_003358046.1	XP_003358046.1	GNA13
XP_003358222.2	XP_003358222.2	POLDIP2
XP_003358324.3	XP_003358324.3	PFAS
XP_003358453.3;XP_020924300.1	XP_003358453.3	SACM1L
XP_003358453.3;XP_020924300.1	XP_020924300.1	SACM1L
XP_020924534.1;XP_005669680.1;XP_005669679.1;XP_003358507.1	XP_020924534.1	ABHD14B
XP_020924534.1;XP_005669680.1;XP_005669679.1;XP_003358507.1	XP_005669680.1	ABHD14B
XP_020924534.1;XP_005669680.1;XP_005669679.1;XP_003358507.1	XP_005669679.1	ABHD14B
XP_020924534.1;XP_005669680.1;XP_005669679.1;XP_003358507.1	XP_003358507.1	ABHD14B
XP_003358655.1;XP_005654087.1	XP_003358655.1	PFN2
XP_003358655.1;XP_005654087.1	XP_005654087.1	PFN2
XP_013837621.1;XP_003358691.1	XP_013837621.1	GFM1
XP_013837621.1;XP_003358691.1	XP_003358691.1	GFM1
XP_003358692.1	XP_003358692.1	LXN
XP_020925544.1;XP_003358743.1	XP_020925544.1	DCUN1D1
XP_020925544.1;XP_003358743.1	XP_003358743.1	DCUN1D1
XP_003358841.2	XP_003358841.2	CCDC58
XP_005670287.1;XP_003358857.1;XP_005670286.1;XP_020926044.1;XP_020926043.1;XP_020926042.1	XP_005670287.1	CD200
XP_005670287.1;XP_003358857.1;XP_005670286.1;XP_020926044.1;XP_020926043.1;XP_020926042.1	XP_005670286.1	CD200
XP_005670287.1;XP_003358857.1;XP_005670286.1;XP_020926044.1;XP_020926043.1;XP_020926042.1	XP_020926044.1	CD200
XP_005670287.1;XP_003358857.1;XP_005670286.1;XP_020926044.1;XP_020926043.1;XP_020926042.1	XP_020926043.1	CD200
XP_005670287.1;XP_003358857.1;XP_005670286.1;XP_020926044.1;XP_020926043.1;XP_020926042.1	XP_020926042.1	CD200
XP_013837936.1;XP_020926157.1;XP_020926156.1;XP_003358875.3	XP_013837936.1	ALCAM
XP_013837936.1;XP_020926157.1;XP_020926156.1;XP_003358875.3	XP_020926157.1	ALCAM
XP_013837936.1;XP_020926157.1;XP_020926156.1;XP_003358875.3	XP_020926156.1	ALCAM
XP_013837936.1;XP_020926157.1;XP_020926156.1;XP_003358875.3	XP_003358875.3	ALCAM
XP_003358947.2	XP_003358947.2	CCT8
XP_003359029.4	XP_003359029.4	NDUFV3
XP_003359054.1	XP_003359054.1	GATD3A
XP_020928302.1;XP_003359097.3;XP_020928297.1;XP_020928290.1;XP_020928300.1;XP_020928299.1;XP_020928298.1;XP_020928296.1;XP_020928294.1;XP_020928293.1;XP_020928292.1	XP_020928302.1	MSRA
XP_020928302.1;XP_003359097.3;XP_020928297.1;XP_020928290.1;XP_020928300.1;XP_020928299.1;XP_020928298.1;XP_020928296.1;XP_020928294.1;XP_020928293.1;XP_020928292.1	XP_020928297.1	MSRA
XP_020928302.1;XP_003359097.3;XP_020928297.1;XP_020928290.1;XP_020928300.1;XP_020928299.1;XP_020928298.1;XP_020928296.1;XP_020928294.1;XP_020928293.1;XP_020928292.1	XP_020928300.1	MSRA
XP_020928302.1;XP_003359097.3;XP_020928297.1;XP_020928290.1;XP_020928300.1;XP_020928299.1;XP_020928298.1;XP_020928296.1;XP_020928294.1;XP_020928293.1;XP_020928292.1	XP_020928299.1	MSRA
XP_020928302.1;XP_003359097.3;XP_020928297.1;XP_020928290.1;XP_020928300.1;XP_020928299.1;XP_020928298.1;XP_020928296.1;XP_020928294.1;XP_020928293.1;XP_020928292.1	XP_020928298.1	MSRA
XP_003359136.2	XP_003359136.2	TMED2
XP_003359288.1;XP_003359289.1;XP_020928247.1	XP_003359288.1	ADK
XP_003359288.1;XP_003359289.1;XP_020928247.1	XP_003359289.1	ADK
XP_003359288.1;XP_003359289.1;XP_020928247.1	XP_020928247.1	ADK
XP_020930416.1;XP_020930415.1;XP_020930414.1;XP_020930413.1;XP_020930412.1;XP_005654231.1;XP_005654230.1;XP_003359496.1;XP_003359495.1	XP_020930416.1	RALB
XP_020930416.1;XP_020930415.1;XP_020930414.1;XP_020930413.1;XP_020930412.1;XP_005654231.1;XP_005654230.1;XP_003359496.1;XP_003359495.1	XP_020930415.1	RALB
XP_020930416.1;XP_020930415.1;XP_020930414.1;XP_020930413.1;XP_020930412.1;XP_005654231.1;XP_005654230.1;XP_003359496.1;XP_003359495.1	XP_020930414.1	RALB
XP_020930416.1;XP_020930415.1;XP_020930414.1;XP_020930413.1;XP_020930412.1;XP_005654231.1;XP_005654230.1;XP_003359496.1;XP_003359495.1	XP_020930413.1	RALB
XP_020930416.1;XP_020930415.1;XP_020930414.1;XP_020930413.1;XP_020930412.1;XP_005654231.1;XP_005654230.1;XP_003359496.1;XP_003359495.1	XP_020930412.1	RALB
XP_013839642.1;XP_003359584.2	XP_013839642.1	PSMD14
XP_013839642.1;XP_003359584.2	XP_003359584.2	PSMD14
XP_003359629.1;XP_003359630.1;XP_020931473.1;XP_020931472.1;XP_020931471.1	XP_003359629.1	NCKAP1
XP_003359629.1;XP_003359630.1;XP_020931473.1;XP_020931472.1;XP_020931471.1	XP_003359630.1	NCKAP1
XP_003359629.1;XP_003359630.1;XP_020931473.1;XP_020931472.1;XP_020931471.1	XP_020931473.1	NCKAP1
XP_003359629.1;XP_003359630.1;XP_020931473.1;XP_020931472.1;XP_020931471.1	XP_020931472.1	NCKAP1
XP_003359629.1;XP_003359630.1;XP_020931473.1;XP_020931472.1;XP_020931471.1	XP_020931471.1	NCKAP1
XP_003359859.2;XP_020932373.1	XP_003359859.2	TNPO1
XP_003359859.2;XP_020932373.1	XP_020932373.1	TNPO1
XP_013838238.2;XP_020932754.1;XP_003359898.2;XP_020932753.1	XP_013838238.2	NSUN2
XP_013838238.2;XP_020932754.1;XP_003359898.2;XP_020932753.1	XP_020932754.1	NSUN2
XP_013838238.2;XP_020932754.1;XP_003359898.2;XP_020932753.1	XP_003359898.2	NSUN2
XP_013838238.2;XP_020932754.1;XP_003359898.2;XP_020932753.1	XP_020932753.1	NSUN2
XP_020933942.1;XP_020933941.1;XP_020933940.1;XP_020933939.1;XP_020933938.1;XP_020933937.1;XP_020933935.1;XP_020933934.1;XP_020933933.1;XP_020933932.1;XP_020933931.1;XP_020933930.1;XP_020933929.1;XP_020933928.1;XP_020933927.1;XP_020933926.1;XP_005672955.1;XP_003360013.1;XP_013840781.1;XP_005672954.1;XP_003360012.1	XP_020933942.1	RBM39
XP_020933942.1;XP_020933941.1;XP_020933940.1;XP_020933939.1;XP_020933938.1;XP_020933937.1;XP_020933935.1;XP_020933934.1;XP_020933933.1;XP_020933932.1;XP_020933931.1;XP_020933930.1;XP_020933929.1;XP_020933928.1;XP_020933927.1;XP_020933926.1;XP_005672955.1;XP_003360013.1;XP_013840781.1;XP_005672954.1;XP_003360012.1	XP_020933941.1	RBM39
XP_020933942.1;XP_020933941.1;XP_020933940.1;XP_020933939.1;XP_020933938.1;XP_020933937.1;XP_020933935.1;XP_020933934.1;XP_020933933.1;XP_020933932.1;XP_020933931.1;XP_020933930.1;XP_020933929.1;XP_020933928.1;XP_020933927.1;XP_020933926.1;XP_005672955.1;XP_003360013.1;XP_013840781.1;XP_005672954.1;XP_003360012.1	XP_020933940.1	RBM39
XP_020933942.1;XP_020933941.1;XP_020933940.1;XP_020933939.1;XP_020933938.1;XP_020933937.1;XP_020933935.1;XP_020933934.1;XP_020933933.1;XP_020933932.1;XP_020933931.1;XP_020933930.1;XP_020933929.1;XP_020933928.1;XP_020933927.1;XP_020933926.1;XP_005672955.1;XP_003360013.1;XP_013840781.1;XP_005672954.1;XP_003360012.1	XP_020933939.1	RBM39
XP_020933942.1;XP_020933941.1;XP_020933940.1;XP_020933939.1;XP_020933938.1;XP_020933937.1;XP_020933935.1;XP_020933934.1;XP_020933933.1;XP_020933932.1;XP_020933931.1;XP_020933930.1;XP_020933929.1;XP_020933928.1;XP_020933927.1;XP_020933926.1;XP_005672955.1;XP_003360013.1;XP_013840781.1;XP_005672954.1;XP_003360012.1	XP_020933938.1	RBM39
XP_003360037.3	XP_003360037.3	TGM2
XP_020933253.1;XP_003360061.3	XP_020933253.1	PIGT
XP_020933253.1;XP_003360061.3	XP_003360061.3	PIGT
XP_013846190.2;XP_003360127.3	XP_013846190.2	ABCB8
XP_013846190.2;XP_003360127.3	XP_003360127.3	ABCB8
XP_020934455.1;XP_020934454.1;XP_003360186.3;XP_020934453.1	XP_020934455.1	UBE2H
XP_020934455.1;XP_020934454.1;XP_003360186.3;XP_020934453.1	XP_020934454.1	UBE2H
XP_020934455.1;XP_020934454.1;XP_003360186.3;XP_020934453.1	XP_003360186.3	UBE2H
XP_020934455.1;XP_020934454.1;XP_003360186.3;XP_020934453.1	XP_020934453.1	UBE2H
XP_020934645.1;XP_020955569.1;XP_005673368.1;XP_005673367.1;XP_003360239.3	XP_020934645.1	CBX3
XP_020934645.1;XP_020955569.1;XP_005673368.1;XP_005673367.1;XP_003360239.3	XP_020955569.1	LOC110261685
XP_020934645.1;XP_020955569.1;XP_005673368.1;XP_005673367.1;XP_003360239.3	XP_005673368.1	CBX3
XP_020934645.1;XP_020955569.1;XP_005673368.1;XP_005673367.1;XP_003360239.3	XP_005673367.1	CBX3
XP_020934645.1;XP_020955569.1;XP_005673368.1;XP_005673367.1;XP_003360239.3	XP_003360239.3	CBX3
XP_003360255.2	XP_003360255.2	PSMA2
XP_003360292.2	XP_003360292.2	PDHA1
XP_003360318.2	XP_003360318.2	CASK
XP_003360530.1	XP_003360530.1	VMA21
XP_003360563.5;XP_020936403.1	XP_003360563.5	G6PD
XP_003360563.5;XP_020936403.1	XP_020936403.1	G6PD
XP_020936412.1;XP_003360570.1	XP_020936412.1	GDI1
XP_020936412.1;XP_003360570.1	XP_003360570.1	GDI1
XP_005658616.1;XP_003361422.1	XP_005658616.1	GGCT
XP_005658616.1;XP_003361422.1	XP_003361422.1	GGCT
XP_003361781.2	XP_003361781.2	COTL1
XP_003361930.1	XP_003361930.1	NDUFB4
XP_003480386.1	XP_003480386.1	RPS27L
XP_020954555.1;XP_020954550.1;XP_020954545.1;XP_020954542.1;XP_020954537.1;XP_003480471.3;XP_020954525.1;XP_020954519.1;XP_020954515.1;XP_020954507.1;XP_020954504.1;XP_020954502.1;XP_020954495.1;XP_020954492.1;XP_020954486.1	XP_020954555.1	TJP1
XP_020954555.1;XP_020954550.1;XP_020954545.1;XP_020954542.1;XP_020954537.1;XP_003480471.3;XP_020954525.1;XP_020954519.1;XP_020954515.1;XP_020954507.1;XP_020954504.1;XP_020954502.1;XP_020954495.1;XP_020954492.1;XP_020954486.1	XP_020954550.1	TJP1
XP_020954555.1;XP_020954550.1;XP_020954545.1;XP_020954542.1;XP_020954537.1;XP_003480471.3;XP_020954525.1;XP_020954519.1;XP_020954515.1;XP_020954507.1;XP_020954504.1;XP_020954502.1;XP_020954495.1;XP_020954492.1;XP_020954486.1	XP_020954545.1	TJP1
XP_020954555.1;XP_020954550.1;XP_020954545.1;XP_020954542.1;XP_020954537.1;XP_003480471.3;XP_020954525.1;XP_020954519.1;XP_020954515.1;XP_020954507.1;XP_020954504.1;XP_020954502.1;XP_020954495.1;XP_020954492.1;XP_020954486.1	XP_020954542.1	TJP1
XP_020954555.1;XP_020954550.1;XP_020954545.1;XP_020954542.1;XP_020954537.1;XP_003480471.3;XP_020954525.1;XP_020954519.1;XP_020954515.1;XP_020954507.1;XP_020954504.1;XP_020954502.1;XP_020954495.1;XP_020954492.1;XP_020954486.1	XP_020954537.1	TJP1
XP_020922671.1;XP_003480607.1	XP_020922671.1	LOC100154081
XP_020922671.1;XP_003480607.1	XP_003480607.1	LOC100154081
XP_003480758.1;XP_020940942.1;XP_020940941.1;XP_013849881.2;XP_020940940.1;XP_013849880.1;XP_020940945.1;XP_020940939.1;XP_020940938.1;XP_013849879.1;XP_020940944.1;XP_020940943.1	XP_020940942.1	CD44
XP_003480758.1;XP_020940942.1;XP_020940941.1;XP_013849881.2;XP_020940940.1;XP_013849880.1;XP_020940945.1;XP_020940939.1;XP_020940938.1;XP_013849879.1;XP_020940944.1;XP_020940943.1	XP_020940941.1	CD44
XP_003480758.1;XP_020940942.1;XP_020940941.1;XP_013849881.2;XP_020940940.1;XP_013849880.1;XP_020940945.1;XP_020940939.1;XP_020940938.1;XP_013849879.1;XP_020940944.1;XP_020940943.1	XP_020940945.1	CD44
XP_003480758.1;XP_020940942.1;XP_020940941.1;XP_013849881.2;XP_020940940.1;XP_013849880.1;XP_020940945.1;XP_020940939.1;XP_020940938.1;XP_013849879.1;XP_020940944.1;XP_020940943.1	XP_020940944.1	CD44
XP_003480758.1;XP_020940942.1;XP_020940941.1;XP_013849881.2;XP_020940940.1;XP_013849880.1;XP_020940945.1;XP_020940939.1;XP_020940938.1;XP_013849879.1;XP_020940944.1;XP_020940943.1	XP_020940943.1	CD44
XP_003480784.2;XP_005661187.1	XP_003480784.2	LYVE1
XP_003480784.2;XP_005661187.1	XP_005661187.1	LYVE1
XP_003480823.2	XP_003480823.2	NDUFB7
XP_003480860.1	XP_003480860.1	TUBB4A
XP_003480935.1	XP_003480935.1	REEP5
XP_020941908.1;XP_003481037.1	XP_020941908.1	GNB2
XP_020941908.1;XP_003481037.1	XP_003481037.1	GNB2
XP_020934517.1;XP_020934516.1;XP_020934515.1;XP_020934514.1;XP_020942607.1;XP_020942606.1;XP_020942605.1;XP_013843192.1;XP_013843191.1;XP_020934513.1;XP_020934512.1;XP_020934511.1;XP_020934510.1;XP_020934509.1;XP_020934508.1;XP_013846235.1;XP_013846234.1;XP_013846233.1;XP_013846232.1;XP_013846231.1;XP_005657801.1;XP_005657799.1;XP_003481128.1;XP_020934507.1;XP_020934506.1;XP_013846230.1;XP_005657795.1;XP_005657794.1;XP_013846229.1;XP_020934505.1	XP_020934517.1	LOC102162486
XP_020934517.1;XP_020934516.1;XP_020934515.1;XP_020934514.1;XP_020942607.1;XP_020942606.1;XP_020942605.1;XP_013843192.1;XP_013843191.1;XP_020934513.1;XP_020934512.1;XP_020934511.1;XP_020934510.1;XP_020934509.1;XP_020934508.1;XP_013846235.1;XP_013846234.1;XP_013846233.1;XP_013846232.1;XP_013846231.1;XP_005657801.1;XP_005657799.1;XP_003481128.1;XP_020934507.1;XP_020934506.1;XP_013846230.1;XP_005657795.1;XP_005657794.1;XP_013846229.1;XP_020934505.1	XP_020934516.1	LOC102162486
XP_020934517.1;XP_020934516.1;XP_020934515.1;XP_020934514.1;XP_020942607.1;XP_020942606.1;XP_020942605.1;XP_013843192.1;XP_013843191.1;XP_020934513.1;XP_020934512.1;XP_020934511.1;XP_020934510.1;XP_020934509.1;XP_020934508.1;XP_013846235.1;XP_013846234.1;XP_013846233.1;XP_013846232.1;XP_013846231.1;XP_005657801.1;XP_005657799.1;XP_003481128.1;XP_020934507.1;XP_020934506.1;XP_013846230.1;XP_005657795.1;XP_005657794.1;XP_013846229.1;XP_020934505.1	XP_020942607.1	LUC7L
XP_020934517.1;XP_020934516.1;XP_020934515.1;XP_020934514.1;XP_020942607.1;XP_020942606.1;XP_020942605.1;XP_013843192.1;XP_013843191.1;XP_020934513.1;XP_020934512.1;XP_020934511.1;XP_020934510.1;XP_020934509.1;XP_020934508.1;XP_013846235.1;XP_013846234.1;XP_013846233.1;XP_013846232.1;XP_013846231.1;XP_005657801.1;XP_005657799.1;XP_003481128.1;XP_020934507.1;XP_020934506.1;XP_013846230.1;XP_005657795.1;XP_005657794.1;XP_013846229.1;XP_020934505.1	XP_020942606.1	LUC7L
XP_020934517.1;XP_020934516.1;XP_020934515.1;XP_020934514.1;XP_020942607.1;XP_020942606.1;XP_020942605.1;XP_013843192.1;XP_013843191.1;XP_020934513.1;XP_020934512.1;XP_020934511.1;XP_020934510.1;XP_020934509.1;XP_020934508.1;XP_013846235.1;XP_013846234.1;XP_013846233.1;XP_013846232.1;XP_013846231.1;XP_005657801.1;XP_005657799.1;XP_003481128.1;XP_020934507.1;XP_020934506.1;XP_013846230.1;XP_005657795.1;XP_005657794.1;XP_013846229.1;XP_020934505.1	XP_020942605.1	LUC7L
XP_003481157.2	XP_003481157.2	PGP
XP_020942944.1;XP_003481218.3;XP_020942946.1;XP_020942945.1;XP_020942943.1;XP_020942942.1;XP_020942941.1	XP_020942944.1	IMMT
XP_020942944.1;XP_003481218.3;XP_020942946.1;XP_020942945.1;XP_020942943.1;XP_020942942.1;XP_020942941.1	XP_020942946.1	IMMT
XP_020942944.1;XP_003481218.3;XP_020942946.1;XP_020942945.1;XP_020942943.1;XP_020942942.1;XP_020942941.1	XP_020942945.1	IMMT
XP_020942944.1;XP_003481218.3;XP_020942946.1;XP_020942945.1;XP_020942943.1;XP_020942942.1;XP_020942941.1	XP_020942943.1	IMMT
XP_020942944.1;XP_003481218.3;XP_020942946.1;XP_020942945.1;XP_020942943.1;XP_020942942.1;XP_020942941.1	XP_020942942.1	IMMT
XP_003481247.1	XP_003481247.1	CNRIP1
XP_003481250.1;XP_013851559.1	XP_003481250.1	LGALSL
XP_003481250.1;XP_013851559.1	XP_013851559.1	LGALSL
XP_020943278.1;XP_020943277.1;XP_020943276.1;XP_020943272.1;XP_020943270.1;XP_003481284.1;XP_020943275.1;XP_020943274.1;XP_020943273.1;XP_020943271.1;XP_005662670.1;XP_020943269.1;XP_005662669.1	XP_020943278.1	ATL2
XP_020943278.1;XP_020943277.1;XP_020943276.1;XP_020943272.1;XP_020943270.1;XP_003481284.1;XP_020943275.1;XP_020943274.1;XP_020943273.1;XP_020943271.1;XP_005662670.1;XP_020943269.1;XP_005662669.1	XP_020943277.1	ATL2
XP_020943278.1;XP_020943277.1;XP_020943276.1;XP_020943272.1;XP_020943270.1;XP_003481284.1;XP_020943275.1;XP_020943274.1;XP_020943273.1;XP_020943271.1;XP_005662670.1;XP_020943269.1;XP_005662669.1	XP_020943276.1	ATL2
XP_020943278.1;XP_020943277.1;XP_020943276.1;XP_020943272.1;XP_020943270.1;XP_003481284.1;XP_020943275.1;XP_020943274.1;XP_020943273.1;XP_020943271.1;XP_005662670.1;XP_020943269.1;XP_005662669.1	XP_020943275.1	ATL2
XP_020943278.1;XP_020943277.1;XP_020943276.1;XP_020943272.1;XP_020943270.1;XP_003481284.1;XP_020943275.1;XP_020943274.1;XP_020943273.1;XP_020943271.1;XP_005662670.1;XP_020943269.1;XP_005662669.1	XP_020943274.1	ATL2
XP_005662805.1;XP_003481337.1	XP_005662805.1	IAH1
XP_005662805.1;XP_003481337.1	XP_003481337.1	IAH1
XP_003481357.1;XP_003481358.1;XP_020943613.1	XP_003481357.1	ACP1
XP_003481357.1;XP_003481358.1;XP_020943613.1	XP_003481358.1	ACP1
XP_003481357.1;XP_003481358.1;XP_020943613.1	XP_020943613.1	ACP1
XP_020946254.1;XP_020946253.1;XP_020946252.1;XP_020946251.1;XP_005662963.1;XP_005662962.1;XP_003481410.1;XP_013852009.1;XP_020946249.1;XP_013852008.1;XP_005662959.1;XP_013852007.1;XP_020946248.1;XP_003481412.1;XP_003481411.1	XP_020946254.1	OXR1
XP_020946254.1;XP_020946253.1;XP_020946252.1;XP_020946251.1;XP_005662963.1;XP_005662962.1;XP_003481410.1;XP_013852009.1;XP_020946249.1;XP_013852008.1;XP_005662959.1;XP_013852007.1;XP_020946248.1;XP_003481412.1;XP_003481411.1	XP_020946253.1	OXR1
XP_020946254.1;XP_020946253.1;XP_020946252.1;XP_020946251.1;XP_005662963.1;XP_005662962.1;XP_003481410.1;XP_013852009.1;XP_020946249.1;XP_013852008.1;XP_005662959.1;XP_013852007.1;XP_020946248.1;XP_003481412.1;XP_003481411.1	XP_020946252.1	OXR1
XP_020946254.1;XP_020946253.1;XP_020946252.1;XP_020946251.1;XP_005662963.1;XP_005662962.1;XP_003481410.1;XP_013852009.1;XP_020946249.1;XP_013852008.1;XP_005662959.1;XP_013852007.1;XP_020946248.1;XP_003481412.1;XP_003481411.1	XP_020946251.1	OXR1
XP_020946254.1;XP_020946253.1;XP_020946252.1;XP_020946251.1;XP_005662963.1;XP_005662962.1;XP_003481410.1;XP_013852009.1;XP_020946249.1;XP_013852008.1;XP_005662959.1;XP_013852007.1;XP_020946248.1;XP_003481412.1;XP_003481411.1	XP_020946249.1	OXR1
XP_020945664.1;XP_005655474.1;XP_005655473.1;XP_005655472.1;XP_020945663.1;XP_003481532.1	XP_020945664.1	CSDE1
XP_020945664.1;XP_005655474.1;XP_005655473.1;XP_005655472.1;XP_020945663.1;XP_003481532.1	XP_005655474.1	CSDE1
XP_020945664.1;XP_005655474.1;XP_005655473.1;XP_005655472.1;XP_020945663.1;XP_003481532.1	XP_005655473.1	CSDE1
XP_020945664.1;XP_005655474.1;XP_005655473.1;XP_005655472.1;XP_020945663.1;XP_003481532.1	XP_005655472.1	CSDE1
XP_020945664.1;XP_005655474.1;XP_005655473.1;XP_005655472.1;XP_020945663.1;XP_003481532.1	XP_020945663.1	CSDE1
XP_003481553.2;XP_013852803.2	XP_003481553.2	DBT
XP_003481553.2;XP_013852803.2	XP_013852803.2	DBT
XP_003481579.1	XP_003481579.1	ST13
XP_003481707.1	XP_003481707.1	RAB21
XP_003481811.2;XP_020948715.1;XP_020948716.1	XP_003481811.2	ACSS3
XP_003481811.2;XP_020948715.1;XP_020948716.1	XP_020948715.1	ACSS3
XP_003481811.2;XP_020948715.1;XP_020948716.1	XP_020948716.1	ACSS3
XP_020950067.1;XP_003481903.1	XP_020950067.1	RAB4B
XP_020950067.1;XP_003481903.1	XP_003481903.1	RAB4B
XP_003481932.1;XP_013850432.1	XP_003481932.1	BCAM
XP_003481932.1;XP_013850432.1	XP_013850432.1	BCAM
XP_003482090.3;XP_020951845.1	XP_003482090.3	LAMA3
XP_003482090.3;XP_020951845.1	XP_020951845.1	LAMA3
XP_003482167.1	XP_003482167.1	SERPINB1
XP_003482336.1	XP_003482336.1	ISCA2
XP_020956360.1;XP_020956359.1;XP_003482499.3	XP_020956360.1	SEC24D
XP_020956360.1;XP_020956359.1;XP_003482499.3	XP_020956359.1	SEC24D
XP_020956360.1;XP_020956359.1;XP_003482499.3	XP_003482499.3	SEC24D
XP_003482544.2	XP_003482544.2	RPL27A
XP_003482611.2	XP_003482611.2	SPCS2
XP_003482845.1;XP_020920222.1;XP_020920221.1;XP_013835581.2;XP_020920220.1;XP_020920219.1;XP_020920218.1;XP_020920216.1;XP_020920217.1;XP_020920208.1;XP_020920207.1;XP_020920206.1	XP_020920222.1	PPP1R12B
XP_003482845.1;XP_020920222.1;XP_020920221.1;XP_013835581.2;XP_020920220.1;XP_020920219.1;XP_020920218.1;XP_020920216.1;XP_020920217.1;XP_020920208.1;XP_020920207.1;XP_020920206.1	XP_020920221.1	PPP1R12B
XP_003482845.1;XP_020920222.1;XP_020920221.1;XP_013835581.2;XP_020920220.1;XP_020920219.1;XP_020920218.1;XP_020920216.1;XP_020920217.1;XP_020920208.1;XP_020920207.1;XP_020920206.1	XP_020920220.1	PPP1R12B
XP_003482845.1;XP_020920222.1;XP_020920221.1;XP_013835581.2;XP_020920220.1;XP_020920219.1;XP_020920218.1;XP_020920216.1;XP_020920217.1;XP_020920208.1;XP_020920207.1;XP_020920206.1	XP_020920219.1	PPP1R12B
XP_003482845.1;XP_020920222.1;XP_020920221.1;XP_013835581.2;XP_020920220.1;XP_020920219.1;XP_020920218.1;XP_020920216.1;XP_020920217.1;XP_020920208.1;XP_020920207.1;XP_020920206.1	XP_020920218.1	PPP1R12B
XP_020920649.1;XP_020920648.1;XP_013835762.1;XP_005668255.1;XP_005668254.1;XP_003482884.1;XP_020920650.1	XP_020920649.1	NUDT5
XP_020920649.1;XP_020920648.1;XP_013835762.1;XP_005668255.1;XP_005668254.1;XP_003482884.1;XP_020920650.1	XP_020920648.1	NUDT5
XP_020920649.1;XP_020920648.1;XP_013835762.1;XP_005668255.1;XP_005668254.1;XP_003482884.1;XP_020920650.1	XP_013835762.1	NUDT5
